Al Bundy	Negative Talking Points	lazy
Al Bundy	Negative Talking Points	indebted
Al Bundy	Negative Talking Points	boorish
Al Bundy	Positive Talking Points	funny
Al Bundy	Positive Talking Points	devious
Al Bundy	Positive Talking Points	decent
Al Capone	Opponent	Eliot Ness
Al Capone	Typical Activity	selling illegal alcohol
Al Capone	Vehicle of Choice	armored Cadillac
Al Capone	Weapon of Choice	machine gun
Al Capone	Seen Wearing	spats
Al Capone	Domains	Prohibition
Al Capone	Domains	the Mafia
Al Capone	Domains	Chicago
Al Capone	Genres	crime
Al Capone	Portrayed By	Robert De Niro
Al Capone	Creation	Capone gang
Al Capone	Group Affiliation	The Chicago Mob
Al Capone	Fictional World	The Untouchables
Al Capone	Category	Crimeboss
Al Capone	Negative Talking Points	cruel
Al Capone	Negative Talking Points	ruthless
Al Capone	Negative Talking Points	evil
Al Capone	Negative Talking Points	greedy
Al Capone	Negative Talking Points	fat
Al Capone	Positive Talking Points	clever
Al Capone	Positive Talking Points	powerful
Al Capone	Positive Talking Points	dominant
Eliot Ness	Opponent	Al Capone
Eliot Ness	Typical Activity	arresting bootleggers
Eliot Ness	Typical Activity	fighting with the mob
Eliot Ness	Vehicle of Choice	1932 Cadillac V-16 Sport Phaeton
Eliot Ness	Weapon of Choice	.38 Colt Special
Eliot Ness	Seen Wearing	Grey velour felt Fedora
Eliot Ness	Domains	Prohibition
Eliot Ness	Domains	the Mafia
Eliot Ness	Domains	Chicago
Eliot Ness	Domains	the Law
Eliot Ness	Genres	law and order
Eliot Ness	Genres	crime
Eliot Ness	Portrayed By	Robert Stack
Eliot Ness	Portrayed By	Kevin Costner
Eliot Ness	Creation	The Untouchables
Eliot Ness	Group Affiliation	The Untouchables
Eliot Ness	Fictional World	The Untouchables
Eliot Ness	Category	Crime Fighter
Eliot Ness	Category	Policeman
Eliot Ness	Category	FBI Agent
Eliot Ness	Negative Talking Points	alcoholic
Eliot Ness	Negative Talking Points	self-promoting
Eliot Ness	Negative Talking Points	womanizing
Eliot Ness	Negative Talking Points	attention-craving
Eliot Ness	Positive Talking Points	persistent
Eliot Ness	Positive Talking Points	tenacious
Eliot Ness	Positive Talking Points	determined
Eliot Ness	Positive Talking Points	dogged
Eliot Ness	Positive Talking Points	principled
Eliot Ness	Positive Talking Points	driven
Eliot Ness	Positive Talking Points	law-abiding
Al Gore	Opponent	George W. Bush
Al Gore	Typical Activity	lecturing about climate change
Al Gore	Vehicle of Choice	Prius
Al Gore	Weapon of Choice	earnest stare
Al Gore	Seen Wearing	staid suit
Al Gore	Domains	the Left
Al Gore	Domains	the Democrats
Al Gore	Domains	the Environment
Al Gore	Genres	politics
Al Gore	Creation	The Internet
Al Gore	Category	Campaigner
Al Gore	Category	Politician
Al Gore	Category	Vice President
Al Gore	Negative Talking Points	po-faced
Al Gore	Negative Talking Points	boring
Al Gore	Negative Talking Points	stiff
Al Gore	Negative Talking Points	preachy
Al Gore	Negative Talking Points	sanctimonious
Al Gore	Positive Talking Points	energetic
Al Gore	Positive Talking Points	eloquent
Al Gore	Positive Talking Points	persistent
Al Pacino	Typical Activity	shouting in Hollywood movies
Al Pacino	Vehicle of Choice	Range Rover
Al Pacino	Weapon of Choice	over-acting
Al Pacino	Domains	Acting
Al Pacino	Domains	Hollywood
Al Pacino	Genres	movies
Al Pacino	Category	Actor
Al Pacino	Negative Talking Points	loud
Al Pacino	Negative Talking Points	frenetic
Al Pacino	Negative Talking Points	hackneyed
Al Pacino	Negative Talking Points	self-parodying
Al Pacino	Positive Talking Points	convincing
Al Pacino	Positive Talking Points	entertaining
Al Pacino	Positive Talking Points	compelling
Alan Greenspan	Typical Activity	talking up the economy
Alan Greenspan	Weapon of Choice	incisive economics lecture
Alan Greenspan	Domains	Economics
Alan Greenspan	Genres	politics
Alan Greenspan	Category	Economist
Alan Greenspan	Category	Advisor
Alan Greenspan	Negative Talking Points	unsympathetic
Alan Greenspan	Negative Talking Points	calculating
Alan Greenspan	Positive Talking Points	insightful
Alan Greenspan	Positive Talking Points	systematic
Alan Greenspan	Positive Talking Points	scholarly
Alan Sugar	Opponent	Piers Morgan
Alan Sugar	Typical Activity	selling consumer goods
Alan Sugar	Vehicle of Choice	Rolls-Royce Ghost
Alan Sugar	Weapon of Choice	earnest stare
Alan Sugar	Seen Wearing	three-piece suit
Alan Sugar	Domains	British business
Alan Sugar	Genres	business
Alan Sugar	Creation	Amstrad
Alan Sugar	Fictional World	The Apprentice
Alan Sugar	Category	Businessman
Alan Sugar	Negative Talking Points	narcissistic
Alan Sugar	Negative Talking Points	opinionated
Alan Sugar	Negative Talking Points	pushy
Alan Sugar	Positive Talking Points	successful
Alan Sugar	Positive Talking Points	dominant
Alan Sugar	Positive Talking Points	entrepreneurial
Albert Einstein	Opponent	Niels Bohr
Albert Einstein	Typical Activity	revolutionizing physics
Albert Einstein	Vehicle of Choice	bicycle
Albert Einstein	Weapon of Choice	dandruff blizzard
Albert Einstein	Seen Wearing	baggy trousers
Albert Einstein	Domains	Physics
Albert Einstein	Domains	Relativity
Albert Einstein	Genres	science
Albert Einstein	Portrayed By	Andy Serkis
Albert Einstein	Creation	Special Relativity
Albert Einstein	Creation	General Relativity
Albert Einstein	Category	Scientist
Albert Einstein	Category	Genius
Albert Einstein	Negative Talking Points	scruffy
Albert Einstein	Negative Talking Points	unfaithful
Albert Einstein	Negative Talking Points	eccentric
Albert Einstein	Positive Talking Points	inventive
Albert Einstein	Positive Talking Points	imaginative
Albert Einstein	Positive Talking Points	farseeing
Albert Einstein	Positive Talking Points	clever
Albert Einstein	Positive Talking Points	creative
Albert Einstein	Positive Talking Points	brilliant
Albert Einstein	Positive Talking Points	curious
Alec Baldwin	Opponent	Kim Bassinger
Alec Baldwin	Typical Activity	attacking paparazzi
Alec Baldwin	Vehicle of Choice	New York taxicab
Alec Baldwin	Weapon of Choice	head butt
Alec Baldwin	Weapon of Choice	head lock
Alec Baldwin	Weapon of Choice	angry rant
Alec Baldwin	Domains	Acting
Alec Baldwin	Domains	Hollywood
Alec Baldwin	Genres	movies
Alec Baldwin	Category	Actor
Alec Baldwin	Negative Talking Points	angry
Alec Baldwin	Negative Talking Points	volatile
Alec Baldwin	Negative Talking Points	pushy
Alec Baldwin	Negative Talking Points	opinionated
Alec Baldwin	Positive Talking Points	talented
Alec Baldwin	Positive Talking Points	compelling
Alfred Hitchcock	Opponent	Raymond Chandler
Alfred Hitchcock	Typical Activity	making suspense movies
Alfred Hitchcock	Weapon of Choice	belly push
Alfred Hitchcock	Weapon of Choice	belly flop
Alfred Hitchcock	Seen Wearing	extra-large trousers
Alfred Hitchcock	Domains	Directing
Alfred Hitchcock	Domains	Suspense
Alfred Hitchcock	Genres	movies
Alfred Hitchcock	Creation	Psycho
Alfred Hitchcock	Creation	Vertigo
Alfred Hitchcock	Creation	Rear Window
Alfred Hitchcock	Category	Director
Alfred Hitchcock	Negative Talking Points	fat
Alfred Hitchcock	Negative Talking Points	overbearing
Alfred Hitchcock	Negative Talking Points	pushy
Alfred Hitchcock	Positive Talking Points	suspenseful
Alfred Hitchcock	Positive Talking Points	masterly
Alfred Hitchcock	Positive Talking Points	clever
Alfred Hitchcock	Positive Talking Points	smart
Alfred Hitchcock	Positive Talking Points	groundbreaking
Alfred Hitchcock	Positive Talking Points	pioneering
Alfred Hitchcock	Positive Talking Points	technically-talented
Alfred Hitchcock	Positive Talking Points	stylish
Allan Quatermain	Typical Activity	exploring darkest Africa
Allan Quatermain	Vehicle of Choice	elephant
Allan Quatermain	Weapon of Choice	whip
Allan Quatermain	Weapon of Choice	service revolver
Allan Quatermain	Seen Wearing	safari suit
Allan Quatermain	Domains	Victorian literature
Allan Quatermain	Genres	literature
Allan Quatermain	Portrayed By	Richard Chamberlain
Allan Quatermain	Portrayed By	Sean Connery
Allan Quatermain	Creator	H. Rider Haggard
Allan Quatermain	Group Affiliation	The League of Extraordinary Gentlemen
Allan Quatermain	Fictional World	She
Allan Quatermain	Fictional World	The League of Extraordinary Gentlemen
Allan Quatermain	Category	Explorer
Allan Quatermain	Category	Adventurer
Allan Quatermain	Negative Talking Points	snobby
Allan Quatermain	Negative Talking Points	Victorian
Allan Quatermain	Negative Talking Points	elitist
Allan Quatermain	Positive Talking Points	brave
Allan Quatermain	Positive Talking Points	daring
Allan Quatermain	Positive Talking Points	dashing
Allan Quatermain	Positive Talking Points	intrepid
Andrew Lloyd Webber	Typical Activity	making insipid musicals
Andrew Lloyd Webber	Vehicle of Choice	Starlight Express
Andrew Lloyd Webber	Weapon of Choice	bad breath
Andrew Lloyd Webber	Weapon of Choice	cliched lyrics
Andrew Lloyd Webber	Domains	Musicals
Andrew Lloyd Webber	Domains	Musical Theatre
Andrew Lloyd Webber	Genres	music
Andrew Lloyd Webber	Genres	theatre
Andrew Lloyd Webber	Creation	Cats
Andrew Lloyd Webber	Creation	The Phantom of the Opera
Andrew Lloyd Webber	Category	Composer
Andrew Lloyd Webber	Negative Talking Points	bland
Andrew Lloyd Webber	Negative Talking Points	unimaginative
Andrew Lloyd Webber	Negative Talking Points	unoriginal
Andrew Lloyd Webber	Negative Talking Points	predictable
Andrew Lloyd Webber	Positive Talking Points	catchy
Andrew Lloyd Webber	Positive Talking Points	prolific
Andrew Lloyd Webber	Positive Talking Points	successful
Andrew Lloyd Webber	Positive Talking Points	entertaining
Andy Warhol	Opponent	Roy Lichtenstein
Andy Warhol	Typical Activity	painting over photographs
Andy Warhol	Typical Activity	painting soup cans
Andy Warhol	Vehicle of Choice	M1 Group 4 race car
Andy Warhol	Weapon of Choice	sharpened paint brush
Andy Warhol	Weapon of Choice	napalm airbrush
Andy Warhol	Weapon of Choice	dandruff blizzard
Andy Warhol	Domains	Modern painting
Andy Warhol	Domains	Pop art
Andy Warhol	Genres	art
Andy Warhol	Creation	Campbell's Soup Can
Andy Warhol	Group Affiliation	The Factory
Andy Warhol	Category	Artist
Andy Warhol	Category	Painter
Andy Warhol	Negative Talking Points	commercial
Andy Warhol	Negative Talking Points	exploitative
Andy Warhol	Negative Talking Points	predictable
Andy Warhol	Positive Talking Points	original
Andy Warhol	Positive Talking Points	mischievous
Andy Warhol	Positive Talking Points	bohemian
Andy Warhol	Positive Talking Points	quirky
Andy Warhol	Positive Talking Points	entrepreneurial
Angelina Jolie	Opponent	Jennifer Aniston
Angelina Jolie	Typical Activity	adopting children
Angelina Jolie	Typical Activity	starring in Hollywood movies
Angelina Jolie	Vehicle of Choice	Prius
Angelina Jolie	Weapon of Choice	pepper spray
Angelina Jolie	Weapon of Choice	Taser gun
Angelina Jolie	Seen Wearing	little black dress
Angelina Jolie	Domains	Acting
Angelina Jolie	Domains	Hollywood
Angelina Jolie	Genres	movies
Angelina Jolie	Category	Actress
Angelina Jolie	Category	Campaigner
Angelina Jolie	Negative Talking Points	selfrighteous
Angelina Jolie	Negative Talking Points	judgmental
Angelina Jolie	Negative Talking Points	sanctimonious
Angelina Jolie	Negative Talking Points	preachy
Angelina Jolie	Positive Talking Points	beautiful
Angelina Jolie	Positive Talking Points	compelling
Angelina Jolie	Positive Talking Points	talented
Ann Coulter	Opponent	Michael Moore
Ann Coulter	Typical Activity	ranting about liberals
Ann Coulter	Vehicle of Choice	Cadillac gas-guzzler
Ann Coulter	Weapon of Choice	pepper spray
Ann Coulter	Weapon of Choice	Taser gun
Ann Coulter	Weapon of Choice	knee kick
Ann Coulter	Seen Wearing	little black dress
Ann Coulter	Domains	the Right
Ann Coulter	Domains	the Republicans
Ann Coulter	Genres	politics
Ann Coulter	Category	Pundit
Ann Coulter	Category	Conservative
Ann Coulter	Negative Talking Points	toxic
Ann Coulter	Negative Talking Points	rude
Ann Coulter	Negative Talking Points	selfrighteous
Ann Coulter	Negative Talking Points	ascerbic
Ann Coulter	Negative Talking Points	ambitious
Ann Coulter	Negative Talking Points	controversial
Ann Coulter	Negative Talking Points	pushy
Ann Coulter	Negative Talking Points	preachy
Ann Coulter	Negative Talking Points	cynical
Ann Coulter	Negative Talking Points	caustic
Ann Coulter	Positive Talking Points	persistent
Ann Coulter	Positive Talking Points	eloquent
Ann Coulter	Positive Talking Points	clever
Ann Coulter	Positive Talking Points	tenacious
Anna Karenina	Typical Activity	worrying about adultery
Anna Karenina	Vehicle of Choice	horse-drawn carriage
Anna Karenina	Weapon of Choice	lady's fan
Anna Karenina	Seen Wearing	evening gown
Anna Karenina	Domains	Russian literature
Anna Karenina	Genres	literature
Anna Karenina	Portrayed By	Keira Knightley
Anna Karenina	Portrayed By	Greta Garbo
Anna Karenina	Creator	Leo Tolstoy
Anna Karenina	Fictional World	Anna Karenina
Anna Karenina	Category	Wife
Anna Karenina	Category	Adulteress
Anna Karenina	Negative Talking Points	unfaithful
Anna Karenina	Negative Talking Points	adulterous
Anna Karenina	Positive Talking Points	beautiful
Anna Karenina	Positive Talking Points	passionate
Anna Karenina	Positive Talking Points	educated
Emma Bovary	Typical Activity	planning adultery
Emma Bovary	Typical Activity	climbing social ladders
Emma Bovary	Vehicle of Choice	horse-drawn carriage
Emma Bovary	Weapon of Choice	lady's fan
Emma Bovary	Seen Wearing	bustle
Emma Bovary	Domains	Madame Bovary
Emma Bovary	Domains	the Middle Class
Emma Bovary	Genres	literature
Emma Bovary	Portrayed By	Mia Wasikowska
Emma Bovary	Creator	Gustave Flaubert
Emma Bovary	Fictional World	Emma Bovary
Emma Bovary	Category	Wife
Emma Bovary	Category	Adulteress
Emma Bovary	Negative Talking Points	fickle
Emma Bovary	Negative Talking Points	inconstant
Emma Bovary	Negative Talking Points	unfaithful
Emma Bovary	Negative Talking Points	adulterous
Emma Bovary	Negative Talking Points	disloyal
Emma Bovary	Negative Talking Points	capricious
Emma Bovary	Negative Talking Points	social-climbing
Emma Bovary	Positive Talking Points	pretty
Emma Bovary	Positive Talking Points	beautiful
Emma Bovary	Positive Talking Points	daring
Emma Bovary	Positive Talking Points	ambitious
Anthony Bourdain	Typical Activity	eating exotic foods
Anthony Bourdain	Typical Activity	eating the inedible
Anthony Bourdain	Vehicle of Choice	subway
Anthony Bourdain	Weapon of Choice	kitchen cleaver
Anthony Bourdain	Seen Wearing	apron
Anthony Bourdain	Domains	Cooking
Anthony Bourdain	Domains	the Kitchen
Anthony Bourdain	Genres	television
Anthony Bourdain	Genres	cooking
Anthony Bourdain	Creation	Kitchen Confidential
Anthony Bourdain	Fictional World	Kitchen Confidential
Anthony Bourdain	Category	Chef
Anthony Bourdain	Category	TV Host
Anthony Bourdain	Negative Talking Points	profane
Anthony Bourdain	Negative Talking Points	rude
Anthony Bourdain	Negative Talking Points	vulgar
Anthony Bourdain	Positive Talking Points	urbane
Anthony Bourdain	Positive Talking Points	cheeky
Anthony Bourdain	Positive Talking Points	witty
Anthony Bourdain	Positive Talking Points	straight-talking
Anton Chekov	Typical Activity	writing plays about the middle classes
Anton Chekov	Vehicle of Choice	horse-drawn carriage
Anton Chekov	Domains	Russian literature
Anton Chekov	Genres	literature
Anton Chekov	Genres	theatre
Anton Chekov	Creation	Uncle Vanya
Anton Chekov	Creation	The Cherry Orchard
Anton Chekov	Category	Playwright
Anton Chekov	Negative Talking Points	dour
Anton Chekov	Negative Talking Points	serious
Anton Chekov	Positive Talking Points	insightful
Anton Chekov	Positive Talking Points	erudite
Anton Chekov	Positive Talking Points	literary
Antonio Vivaldi	Typical Activity	composing classical music
Antonio Vivaldi	Vehicle of Choice	horse-drawn carriage
Antonio Vivaldi	Weapon of Choice	violin-string garrote
Antonio Vivaldi	Domains	Classical music
Antonio Vivaldi	Genres	music
Antonio Vivaldi	Genres	art
Antonio Vivaldi	Creation	The Four Seasons
Antonio Vivaldi	Category	Composer
Antonio Vivaldi	Negative Talking Points	proud
Antonio Vivaldi	Negative Talking Points	vain
Antonio Vivaldi	Negative Talking Points	boastful
Antonio Vivaldi	Positive Talking Points	lively
Antonio Vivaldi	Positive Talking Points	creative
Antonio Vivaldi	Positive Talking Points	melodic
Antonio Vivaldi	Positive Talking Points	tuneful
Archie Bunker	Typical Activity	ranting about liberals
Archie Bunker	Typical Activity	ranting about minorities
Archie Bunker	Vehicle of Choice	family sedan
Archie Bunker	Weapon of Choice	haymaker
Archie Bunker	Seen Wearing	slippers
Archie Bunker	Domains	American culture
Archie Bunker	Domains	the Working Class
Archie Bunker	Genres	television
Archie Bunker	Genres	culture
Archie Bunker	Portrayed By	Carroll O'Connor
Archie Bunker	Creator	Norman Lear
Archie Bunker	Fictional World	All In The Family
Archie Bunker	Category	Bigot
Archie Bunker	Category	Racist
Archie Bunker	Category	Father
Archie Bunker	Negative Talking Points	fat
Archie Bunker	Negative Talking Points	racist
Archie Bunker	Negative Talking Points	bigoted
Archie Bunker	Negative Talking Points	prejudiced
Archie Bunker	Negative Talking Points	uneducated
Archie Bunker	Negative Talking Points	crass
Archie Bunker	Negative Talking Points	argumentative
Archie Bunker	Negative Talking Points	fat
Archie Bunker	Negative Talking Points	intolerant
Archie Bunker	Positive Talking Points	sincere
Archie Bunker	Positive Talking Points	heartfelt
Archie Bunker	Positive Talking Points	witty
Ariel Sharon	Opponent	Shimon Peres
Ariel Sharon	Opponent	Yasser Arafat
Ariel Sharon	Typical Activity	building giant walls
Ariel Sharon	Vehicle of Choice	armored car
Ariel Sharon	Weapon of Choice	belly push
Ariel Sharon	Weapon of Choice	belly flop
Ariel Sharon	Domains	Israeli politics
Ariel Sharon	Domains	Middle-Eastern politics
Ariel Sharon	Genres	politics
Ariel Sharon	Creation	The Israeli West Bank barrier
Ariel Sharon	Category	Politician
Ariel Sharon	Category	Prime Minister
Ariel Sharon	Negative Talking Points	militaristic
Ariel Sharon	Negative Talking Points	hawkish
Ariel Sharon	Negative Talking Points	overbearing
Ariel Sharon	Negative Talking Points	insensitive
Ariel Sharon	Negative Talking Points	strident
Ariel Sharon	Positive Talking Points	patriotic
Ariel Sharon	Positive Talking Points	determined
Aristotle	Opponent	Speusippus
Aristotle	Typical Activity	writing on wax tablets
Aristotle	Typical Activity	teaching philosophy to future leaders
Aristotle	Typical Activity	teaching the next generation
Aristotle	Vehicle of Choice	sedan chair
Aristotle	Weapon of Choice	flying flip-flop
Aristotle	Seen Wearing	toga
Aristotle	Seen Wearing	sandals
Aristotle	Domains	Ancient philosophy
Aristotle	Domains	Greek philosophy
Aristotle	Domains	the Ancient world
Aristotle	Domains	Ancient Greece
Aristotle	Genres	philosophy
Aristotle	Portrayed By	John Gielgud
Aristotle	Creation	The Poetics
Aristotle	Category	Philosopher
Aristotle	Category	Teacher
Aristotle	Category	Mentor
Aristotle	Negative Talking Points	bookish
Aristotle	Negative Talking Points	schoolmasterish
Aristotle	Negative Talking Points	dry
Aristotle	Positive Talking Points	insightful
Aristotle	Positive Talking Points	clever
Aristotle	Positive Talking Points	systematic
Aristotle	Positive Talking Points	wide-ranging
Arnold Schwarzenegger	Opponent	Sylvester Stallone
Arnold Schwarzenegger	Typical Activity	working out
Arnold Schwarzenegger	Typical Activity	making action movies
Arnold Schwarzenegger	Vehicle of Choice	gas-guzzling Hummer
Arnold Schwarzenegger	Weapon of Choice	head lock
Arnold Schwarzenegger	Weapon of Choice	'roid rage
Arnold Schwarzenegger	Seen Wearing	Gargoyle shades
Arnold Schwarzenegger	Domains	Acting
Arnold Schwarzenegger	Domains	Action movies
Arnold Schwarzenegger	Genres	movies
Arnold Schwarzenegger	Category	Actor
Arnold Schwarzenegger	Category	Action Star
Arnold Schwarzenegger	Negative Talking Points	musclebound
Arnold Schwarzenegger	Negative Talking Points	inarticulate
Arnold Schwarzenegger	Negative Talking Points	stiff
Arnold Schwarzenegger	Negative Talking Points	oafish
Arnold Schwarzenegger	Positive Talking Points	witty
Arnold Schwarzenegger	Positive Talking Points	muscular
Arnold Schwarzenegger	Positive Talking Points	strong
Arnold Schwarzenegger	Positive Talking Points	powerful
Arthur Conan Doyle	Opponent	Harry Houdini
Arthur Conan Doyle	Typical Activity	writing mystery stories
Arthur Conan Doyle	Vehicle of Choice	horse-drawn carriage
Arthur Conan Doyle	Weapon of Choice	violin-string garrote
Arthur Conan Doyle	Weapon of Choice	service revolver
Arthur Conan Doyle	Seen Wearing	deerstalker hat
Arthur Conan Doyle	Domains	Detective fiction
Arthur Conan Doyle	Genres	literature
Arthur Conan Doyle	Creation	Sherlock Holmes
Arthur Conan Doyle	Creation	Dr. John Watson
Arthur Conan Doyle	Creation	Professor James Moriarty
Arthur Conan Doyle	Category	Writer
Arthur Conan Doyle	Category	Novelist
Arthur Conan Doyle	Negative Talking Points	gullible
Arthur Conan Doyle	Negative Talking Points	credulous
Arthur Conan Doyle	Negative Talking Points	guileless
Arthur Conan Doyle	Negative Talking Points	uncritical
Arthur Conan Doyle	Positive Talking Points	detail-oriented
Arthur Conan Doyle	Positive Talking Points	clever
Arthur Conan Doyle	Positive Talking Points	engrossing
